"ID","condition","correct","rt"
1,1,1,721.030999623792
1,1,1,677.493774988684
1,1,1,732.906211116471
1,1,1,639.553228380425
1,1,1,782.701883749648
1,1,1,699.848128981949
1,1,1,682.770049256879
1,1,1,774.590550674777
1,1,1,651.015427245109
1,1,1,659.218797752955
1,1,1,1016.61511119366
1,1,1,668.218009032617
1,1,1,635.969353161016
1,1,1,795.654758522258
1,1,1,520.565347415809
1,2,1,572.336024114722
1,2,1,1043.22125187287
1,2,1,539.525256206017
1,2,1,805.975756271459
1,2,1,560.582320450301
1,2,1,409.663604719301
1,2,1,483.132760950059
1,2,1,606.59311928558
1,2,1,689.60959092225
1,2,0,950.854260247832
1,2,0,937.815386326326
1,2,1,682.297905800082
1,2,1,507.689599114991
1,2,1,769.121908464288
1,2,1,826.249333574261
1,2,1,685.146945951666
1,2,1,460.560692120615
1,2,1,1227.64729167204
1,2,1,555.227906946123
1,2,1,688.759408909355
1,2,1,621.661342039928
1,2,1,535.814957177201
1,2,1,590.916880380947
1,2,1,677.366789961657
1,2,1,781.265816820609
1,2,1,460.04315546101
1,2,1,778.285900269221
1,2,0,546.839054519763
1,2,1,575.313950778831
1,2,1,855.999096727596
1,2,1,577.470356511899
1,2,1,678.267540488736
1,2,1,537.817136461908
1,2,1,433.55361718326
1,2,1,564.337577336667
1,2,1,986.61414097679
1,2,1,546.139060239771
1,2,1,453.729898279693
1,2,1,519.024655180824
1,2,1,952.524338818378
1,2,1,974.531785483294
1,2,1,598.911928534405
1,2,0,678.392287305358
1,2,0,587.672692735731
1,2,1,850.567018734405
1,2,1,553.402273035059
1,2,1,592.887990666468
1,2,1,625.677741600393
1,2,0,518.423094217371
1,2,1,578.152049880587
1,2,1,510.147160143171
1,2,1,448.067806507367
1,2,1,518.140585340047
1,2,0,679.460608843522
1,2,1,677.317659427876
1,2,1,665.254424446313
1,2,1,461.064947200463
1,2,1,703.242579085216
1,2,1,729.110606798196
1,2,1,851.381517527719
1,2,1,601.057135988358
1,2,1,629.705469225468
1,2,1,562.098565328269
1,2,1,755.597325756321
1,2,1,576.090580379616
1,2,1,691.283960575123
1,2,1,610.116253126298
1,2,1,778.499421503859
1,2,1,465.240469361986
1,2,0,1194.66414493213
1,2,1,500.681541777448
1,2,1,1036.92703882493
1,2,1,751.584454154614
1,2,1,475.045950141831
1,2,1,482.612546634223
1,2,1,827.775917783829
1,2,1,912.589149141413
1,2,1,459.28988087592
1,2,1,418.772866101106
1,2,0,666.904196350276
1,2,1,640.249292561335
1,2,1,488.731724376397
1,2,1,517.714806205878
1,2,1,516.50236620353
1,2,1,467.334041192058
1,2,1,952.560845093374
1,2,1,526.926665709963
1,2,1,717.242045041327
1,2,1,614.420911547353
1,2,1,617.702148155997
1,2,1,502.845760240031
1,2,1,904.545913983385
1,2,1,782.863168354206
1,2,1,548.204602241097
1,2,1,623.679344904652
1,2,1,1170.44946294987
1,2,0,566.464166889627
1,2,1,934.881778424577
1,2,1,967.488523553688
1,2,0,550.293097162625
1,2,1,824.017933013176
1,2,1,482.309859356719
1,2,1,556.382608592345
1,2,1,498.402828128662
1,2,1,429.01417024559
1,2,1,468.786913038754
1,2,1,585.37835550721
1,2,1,513.581593216569
1,2,1,822.963854097121
1,2,1,569.507844777944
1,2,0,624.401649315776
1,2,1,793.751163096008
1,2,1,423.517033572783
1,2,1,516.250922346435
1,2,1,457.182734333112
1,2,1,728.811486052018
1,2,0,503.905987551517
1,2,1,892.970838024281
1,2,1,714.643775639828
1,2,1,504.005966723417
1,2,1,780.860587296912
1,2,1,644.618979291867
1,2,1,579.23631506173
1,2,1,462.388553622534
1,2,1,556.667522025259
1,2,1,559.109502230592
1,2,1,667.739656147718
1,2,1,939.390359674801
1,2,1,656.163318229655
1,2,1,1223.73503146171
1,2,1,800.546080869094
1,2,1,1670.3482808686
1,2,1,409.737940734409
1,2,1,512.963116962942
1,2,1,838.784893196564
1,2,1,462.865337648616
1,2,1,457.253312745022
1,2,1,874.088699653505
1,2,1,559.900237974048
1,2,1,864.551431731936
1,2,1,1021.58402817307
1,2,1,558.633764476358
1,2,1,596.478557394376
1,2,1,512.700584704181
1,2,1,739.270672804583
1,2,1,598.165626622505
1,2,1,773.308087026294
1,2,1,863.18372630146
1,2,1,520.902177346877
1,2,1,860.390290347581
1,2,1,455.505609667444
1,2,1,519.795317499568
1,2,1,602.582066552225
1,2,1,778.725348511713
1,2,1,622.599166294346
1,2,1,829.359632352322
1,2,1,589.124630156524
1,2,1,851.387066167505
1,2,1,703.632128719935
1,2,1,576.041200890988
1,2,1,646.111849677603
1,2,1,420.663226181637
1,2,1,470.077621738539
1,2,1,1126.62790706615
1,2,1,802.886597050535
1,2,1,500.316451433273
1,2,1,430.719244834805
1,2,1,475.692452286282
1,2,1,570.082786073839
1,2,1,770.661423330495
1,2,1,651.037964109146
1,2,1,686.039090174943
1,2,1,651.406111234015
1,2,1,646.137811504726
1,2,1,1069.01340424415
1,2,0,644.468643758092
1,2,1,671.207496425796
1,2,0,601.947366361053
1,2,1,784.964004301331
1,2,1,435.793550933459
1,2,1,670.493809965864
1,2,1,407.703264275397
1,2,1,534.149050696794
1,2,1,497.245573428173
1,2,1,649.750740880247
1,2,1,451.087483685442
1,2,1,911.327391499787
1,2,1,585.615162580599
1,2,1,650.241307052295
1,2,1,749.538319600947
1,2,1,402.73100173695
1,2,1,551.390680278028
1,2,1,481.556913241963
1,2,1,679.738445992433
1,2,1,688.156078611228
1,2,1,696.547139170753
1,2,1,980.57910007973
1,2,1,750.858945674205
1,2,1,701.534523504464
1,2,1,814.970563630767
1,2,1,548.814781768067
1,2,1,810.833444028179
1,2,1,618.615742423359
1,2,1,526.866181085851
1,2,1,492.330349540456
1,2,1,533.085220117945
1,2,1,800.854515414274
1,2,1,456.527670319113
1,2,1,518.388401514231
1,2,1,519.829154393253
1,2,1,720.746668273492
1,2,1,669.38732091095
1,2,1,695.606048489272
1,2,1,526.288476449278
1,2,1,546.973116629924
1,2,1,837.518684759148
1,2,1,623.947415658518
1,2,1,402.953648141366
1,2,1,527.911298588366
1,2,1,432.889519943074
1,2,1,677.063690986445
1,2,1,571.433601477434
1,2,1,1010.91083342183
1,2,1,1030.52066625781
1,2,1,651.284251075348
1,2,1,660.537154282449
1,2,1,739.161233515638
1,2,1,468.468635902553
1,2,1,785.288213356603
1,2,1,914.607549082818
1,2,1,588.337085719886
1,2,1,492.16634427349
1,2,1,735.290375188943
1,2,0,760.959563794449
1,2,1,829.465095309282
1,2,1,429.801645726531
1,2,1,1252.11276741816
1,2,1,692.046539799685
1,2,1,482.708516726818
1,2,1,938.49372262311
1,2,1,526.611340683948
1,2,1,641.224656956684
1,2,0,787.191297520792
1,2,1,580.78111130811
1,2,1,848.687110501389
1,2,1,662.05686649934
1,2,1,745.720669166092
1,2,1,598.447436851643
1,2,1,542.178128344226
1,2,1,505.472713654418
1,2,1,765.303588572311
1,2,1,509.451522180662
1,2,1,447.165084609978
1,2,1,748.521486954204
1,2,1,764.113881350881
1,2,1,506.643917752699
1,2,1,785.109185701573
1,2,1,930.012701266867
1,2,1,591.819872563392
1,2,1,620.547797332119
1,2,1,805.875616241535
1,2,1,497.446933587843
1,2,1,1255.34556632042
1,2,1,1018.8485006093
1,2,1,756.421768988796
1,2,1,822.572140263637
1,2,1,560.909489461071
1,2,1,710.696676937974
1,2,1,599.15806160478
1,2,1,652.693611360331
1,2,1,1107.57656312894
1,2,1,894.761077199182
1,2,1,793.578133625323
1,2,1,677.349399039728
1,2,0,871.94880806429
1,2,1,644.327195897495
1,2,1,650.53933355067
1,2,1,1492.66087053316
1,2,1,524.044802541128
1,2,1,627.84021853213
1,2,1,693.177193084525
1,2,1,1085.41205943503
1,2,1,495.790520004277
1,2,1,701.340892102979
1,2,1,718.141771651767
1,2,1,818.005965721761
1,2,1,677.896284367209
1,2,1,660.428551748283
1,2,1,502.276884691594
1,2,1,418.333138223637
1,2,1,612.697601688417
1,2,1,501.276017204164
1,2,1,676.353666195753
1,2,1,557.805120025094
1,2,1,911.661324263265
1,2,1,595.836191355984
1,2,1,981.888193862657
1,2,1,682.678794273945
1,2,1,1031.91503809891
1,2,1,679.864978502625
1,2,1,522.279329812624
1,2,1,509.738066387853
1,2,1,824.09525558993
1,2,1,534.367520398902
1,2,1,667.036864883448
1,2,1,961.872912568841
1,2,1,647.158878135701
1,2,0,1061.47032304008
1,2,1,504.561265040915
1,2,1,737.705220697931
1,2,1,824.072102113962
1,2,1,731.13339874965
1,2,1,619.889465742529
1,2,1,754.772843160261
1,2,1,481.677688812333
1,2,1,465.280432772024
1,2,1,434.869422045482
1,2,1,803.503106142761
1,2,1,587.156806742779
1,2,1,571.084181487704
1,2,1,839.930911985136
1,2,1,894.390007992498
1,2,1,778.813201359482
1,2,1,597.91060588476
1,2,1,443.271050490764
1,2,1,655.273092041925
1,2,1,651.815897053087
1,2,1,1478.04076817079
1,2,1,767.136734524595
1,2,1,722.131967689183
1,2,1,416.205227417062
1,2,1,589.427887439362
1,2,0,590.485811022181
1,2,1,480.770123136593
1,2,1,581.658758406121
1,2,1,697.571857363704
1,2,1,715.835753061298
1,2,1,624.928154595514
1,2,1,680.90358241976
1,2,1,771.756913319315
1,2,1,548.883725600992
1,2,1,433.844389803991
1,2,1,1106.58021547191
1,2,1,1042.82343430332
1,2,1,525.165124820616
1,2,1,667.57891971244
1,2,1,442.590894692382
1,2,1,516.153117071177
1,2,1,414.012756326253
1,2,1,566.194963492506
1,2,1,611.255960979649
1,2,0,854.120270438886
1,2,1,812.98966963484
1,2,1,483.199334384422
1,2,1,557.298260282208
1,2,1,750.71608545601
1,2,1,449.997891441421
1,2,1,753.962948325971
1,2,1,623.082118541492
1,2,1,549.436316874892
1,2,1,541.249746938309
1,2,1,554.68096766301
1,2,1,724.091991624944
1,2,1,468.318313179235
1,2,1,543.510051201691
1,2,1,499.460518304579
1,2,1,692.181780114965
1,2,1,671.98039468188
1,2,1,683.799438633077
1,2,1,796.319898084622
1,2,1,835.484750960757
1,2,1,431.502840286101
1,2,1,661.857493404813
1,2,1,623.253317947818
1,2,1,610.538442508987
1,2,1,555.793647806068
1,2,1,681.46118745736
1,2,1,566.889235859337
1,2,1,452.949227118102
1,2,0,839.486910156063
1,2,1,646.078559117546
1,2,1,554.698100495982
1,2,1,846.792928590327
1,2,0,670.8868073301
1,2,1,444.326203936992
1,2,1,443.146167175315
1,2,1,670.848692005667
1,2,1,465.904560058099
1,2,1,619.876711730896
1,2,1,666.063839851989
1,2,1,879.732895903727
1,2,1,796.853283629828
1,2,1,657.406970402455
1,2,1,592.971865284811
1,2,1,572.504493537525
1,2,0,793.332580216849
1,2,1,954.710859273747
1,2,0,651.167397051636
1,2,1,526.324111465752
1,2,1,462.842875182994
2,1,1,740.304053208883
2,1,0,3449.64791041842
2,1,0,682.474381827156
2,1,1,520.998686143404
2,1,1,682.014145104832
2,1,1,683.877927030233
2,1,1,676.300827022855
2,1,1,640.966019126495
2,1,1,601.309222240462
2,1,1,724.68745502488
2,1,1,576.740873442468
2,1,1,538.103131478839
2,1,1,1152.48276011371
2,1,1,557.662654676678
2,1,1,662.781109807945
2,1,1,787.077800127315
2,1,1,585.396509054305
2,1,1,717.496004492308
2,1,1,770.675338823647
2,1,1,557.306356463356
2,1,1,724.157590011066
2,1,1,573.203898268936
2,1,1,688.039403357276
2,1,1,782.366270373274
2,1,1,553.446079955783
2,1,1,895.723511360656
2,1,1,523.777491519204
2,1,1,555.9057969669
2,1,1,603.466560798693
2,1,1,662.512600082215
2,1,1,2328.42326706189
2,1,1,787.423886087877
2,1,1,807.20764068904
2,1,1,1115.23514354429
2,1,1,1031.06450786463
2,1,1,2148.60651138146
2,1,1,563.98072241888
2,1,1,703.147978773146
2,1,1,587.119676961273
2,1,1,636.37364709236
2,1,1,560.9541451273
2,1,1,711.282455749902
2,1,1,728.468496864603
2,1,1,566.733987143711
2,1,1,578.378431162579
2,1,1,577.720289860752
2,1,1,582.956056282146
2,1,1,3952.0295272794
2,1,1,698.700941005722
2,1,1,508.754584754246
2,1,1,506.938939967032
2,1,1,566.581104673626
2,1,1,731.778877650247
2,1,1,927.760750439435
2,1,1,464.214184517976
2,1,1,479.702333620984
2,1,1,607.872702129084
2,1,1,807.01092288661
2,1,1,578.607085778035
2,1,1,937.536094504679
2,1,1,624.884999722846
2,1,1,718.42198059555
2,1,1,809.307777691095
2,1,1,667.121698759096
2,1,1,926.042916539721
2,1,1,764.372024470229
2,1,1,754.628256925257
2,1,1,918.370703315539
2,1,1,589.199338735322
2,1,1,878.442996011291
2,1,1,855.493309210537
2,1,1,758.870717067088
2,1,1,655.270235857438
2,1,1,921.05258377158
2,1,1,558.098838022776
2,1,1,550.37815153531
2,1,1,612.730255933016
2,1,1,612.49965933375
2,1,1,688.971695841336
2,1,1,734.337741448402
2,1,1,1176.70271182138
2,1,1,660.992156781052
2,1,1,882.109186565372
2,1,1,619.792688857503
2,1,1,643.326966629436
2,1,0,790.072181920223
2,1,1,685.111733486163
2,1,1,580.372222749872
2,1,1,615.852769279365
2,1,1,679.32723979944
2,1,1,615.240772080874
2,1,1,745.184552317682
2,1,1,1101.0950851283
2,1,1,645.657699697985
2,1,1,647.531067966047
2,1,1,689.148110027765
2,1,1,647.367983302114
2,1,1,568.24742762505
2,1,1,553.09708999494
2,1,1,595.225093967532
2,1,1,813.964350896041
2,1,0,1006.26715197928
2,1,1,806.453866698483
2,1,1,753.237205076488
2,1,1,983.618324251471
2,1,1,705.031230042703
2,1,0,696.135337705003
2,1,1,737.8809204006
2,1,1,677.048470244473
2,1,1,851.340378373576
2,1,1,849.084802765173
2,1,1,698.747231695631
2,1,1,800.049222680278
2,1,1,594.328636037573
2,1,1,540.833992785567
2,1,1,993.646744033286
2,1,1,717.367614037228
2,1,1,795.605576211349
2,1,1,978.603603731885
2,1,1,498.693210913224
2,1,1,549.235667527132
2,1,1,832.282714126545
2,1,1,507.254785558407
2,1,1,732.39162533708
2,1,1,793.691091450759
2,1,1,907.810720203945
2,1,1,860.72425307372
2,1,1,1150.65602106138
2,1,1,687.778124694125
2,1,1,683.380920475251
2,1,1,767.006548944255
2,1,1,909.898284845646
2,1,1,492.217808478054
2,1,1,1023.30867103199
2,1,1,754.768534963511
2,1,1,763.352943521392
2,1,0,1417.08688839073
2,1,1,791.514298190987
2,1,1,585.961598133015
2,1,1,610.364756964044
2,1,1,809.017994629303
2,1,1,590.775367784021
2,1,1,698.884106048207
2,1,1,602.775758101662
2,1,1,695.110874548258
2,1,1,750.122663275831
2,1,1,812.162438064771
2,1,1,923.421441366355
2,1,1,630.087222083731
2,1,1,966.039351276762
2,1,1,568.502991605603
2,1,1,622.282727771507
2,1,1,668.463872014535
2,1,1,532.103138464858
2,1,1,795.260809208355
2,1,1,650.38305754348
2,1,1,753.330725395762
2,1,1,540.655665226413
2,1,1,814.198840790911
2,1,1,612.380685109658
2,1,1,548.174871072528
2,1,1,662.499198738004
2,1,1,634.265305402704
2,1,1,758.132866160417
2,1,1,585.698932851641
2,1,1,665.671708242656
2,1,1,610.606801593216
2,1,1,656.187524134952
2,1,1,557.534708012243
2,1,1,618.991372162181
2,1,1,656.552327311378
2,1,1,508.73330037102
2,1,1,616.908373376247
2,1,1,1202.44489118037
2,1,1,497.606123249503
2,1,1,761.02299484332
2,1,1,701.001005001904
2,1,1,648.558090022124
2,1,1,538.114490602008
2,1,1,759.536340734116
2,1,1,567.644131335906
2,1,1,644.08390259202
2,1,1,902.509812382367
2,1,1,811.547604261596
2,1,1,642.482881392437
2,1,1,691.068283906179
2,1,1,776.125555257878
2,1,1,703.39414692945
2,1,1,655.205556979623
2,1,1,727.48998331799
2,1,1,522.002440573293
2,1,1,496.738675115565
2,1,1,648.897517026772
2,1,1,615.153343720025
2,1,1,994.209444793927
2,1,1,727.068117731473
2,1,1,534.760133235785
2,1,1,617.110676119062
2,1,1,590.029704766332
2,1,1,639.167667788221
2,1,1,698.995760180573
2,1,1,644.287116535337
2,1,1,682.888475311609
2,1,1,740.554824936444
2,1,1,705.517860500993
2,1,1,523.292612146625
2,1,1,768.315753730621
2,1,1,593.312220353128
2,1,1,941.680924281114
2,1,1,770.037254216375
2,1,1,615.735618434532
2,1,1,526.847934474648
2,1,1,549.119959573804
2,1,1,803.706714264107
2,1,1,793.163150505971
2,1,1,697.778047676923
2,1,1,836.125613390225
2,1,1,522.339721227825
2,1,1,901.485638930176
2,1,1,685.411523855061
2,1,1,641.213182261409
2,1,1,555.150531103785
2,1,1,676.630334086437
2,1,1,899.448933639994
2,1,1,592.522110654418
2,1,1,722.222881123935
2,1,1,516.632114096982
2,1,1,614.583339874848
2,1,1,650.355990650303
2,1,1,820.864446405019
2,1,1,1122.98115532582
2,1,1,604.606906278315
2,1,1,542.903500940344
2,1,1,574.862495873669
2,1,1,558.528263615666
2,1,1,693.087574175573
2,1,1,660.797848796549
2,1,1,843.787681748321
2,1,1,1006.91031228355
2,1,1,549.634284962513
2,1,1,857.345721934825
2,1,1,750.398121451618
2,1,1,719.676214443014
2,1,1,653.432750348271
2,1,1,510.75370978159
2,1,1,926.984508837562
2,1,1,757.888645581237
2,1,1,555.511641277515
2,1,1,739.376684650274
2,1,1,593.322898875771
2,1,1,955.53296667463
2,1,1,584.739971452316
2,1,1,693.07910008166
2,1,1,454.517877860408
2,1,1,522.090727051366
2,1,1,647.856202912788
2,1,0,681.295437453832
2,1,1,574.648430251748
2,1,1,616.42451974751
2,1,1,571.033141914148
2,1,1,582.594491709499
2,1,1,655.856052697791
2,1,1,715.863185875342
2,1,1,650.099399148026
2,1,1,686.480742540898
2,1,1,635.026969657094
2,1,1,608.207461954557
2,1,1,646.987649239278
2,1,1,1074.65092164089
